precio,m2,dormitorios,banos,estacionamiento,enlace
1100000,89,3,2,1,https://portalinmobiliario.com/MLC-3882971394-departamento-amoblado-de-marzo-a-diciembre-en-aven-_JM
500000,75,2,2,0,https://portalinmobiliario.com/MLC-3883437616-espacioso-departamento-lleno-de-luz-natural-158967-_JM
790000,78,2,2,0,https://portalinmobiliario.com/MLC-3883437618-arriendo-departamento-laguna-del-mar-158965-_JM
580000,65,2,2,1,https://portalinmobiliario.com/MLC-3883437674-arriendo-ano-corrido-152812-_JM
600000,70,2,2,1,https://portalinmobiliario.com/MLC-3883593078-departamento-avenida-los-pescadores-id-154151-_JM
600000,60,2,2,0,https://portalinmobiliario.com/MLC-3883593196-amplio-y-luminoso-ideal-para-familias-152825-_JM
550000,52,2,2,1,https://portalinmobiliario.com/MLC-3883814966-depto-nuevo-para-ano-corrido-cond-firenze-_JM
1000000,88,2,2,0,https://portalinmobiliario.com/MLC-3883816140-departamento-en-arriendo-condominio-vista-en-la-serena-_JM
800000,80,2,2,0,https://portalinmobiliario.com/MLC-3883826702-departamento-en-arriendo-de-2-habitaciones-en-serena-golf-_JM
650000,68,3,2,1,https://portalinmobiliario.com/MLC-3884010404-departamento-avenida-pacifico-id-169854-_JM
850000,92,3,2,0,https://portalinmobiliario.com/MLC-3884017356-amplio-y-luminoso-departameno-amoblado-_JM
580000,78,3,2,1,https://portalinmobiliario.com/MLC-3884017608-depto-amoblado-primer-piso-en-condominio-alto-hacienda-_JM
650000,62,2,2,1,https://portalinmobiliario.com/MLC-3884017804-dpto-amoblado-2b2b-con-estacionamiento-_JM
460000,36,1,1,0,https://portalinmobiliario.com/MLC-3885470788-arriendo-departamento-amoblado-1d-1b-159096-_JM
550000,60,2,2,1,https://portalinmobiliario.com/MLC-3885472226-departamento-avenida-pacifico-id-169851-_JM
500000,72,2,2,1,https://portalinmobiliario.com/MLC-3885506180-coquimbo-frente-a-enjoy-full-amoblado-marzo-diciembre-_JM
400000,53,3,1,1,https://portalinmobiliario.com/MLC-3885519072-departamento-condominio-paseo-san-carlos-ii-coquimbo-_JM
490000,80,3,2,1,https://portalinmobiliario.com/MLC-3885521660-departamento-en-arriendo-la-serena-_JM
600000,50,2,1,1,https://portalinmobiliario.com/MLC-3886271452-departamento-amoblado-a-pasos-de-playa-_JM
400000,56,3,1,1,https://portalinmobiliario.com/MLC-3886379472-se-arrienda-departamento-3-habitaciones-1-bano-_JM
450000,55,2,1,0,https://portalinmobiliario.com/MLC-3886379894-arriendo-departamento-amoblado-av-libertad-198-_JM
680000,55,2,2,0,https://portalinmobiliario.com/MLC-3886609156-av-del-mar-_JM
650000,78,2,2,0,https://portalinmobiliario.com/MLC-3886791036-departamento-amoblado-con-hermosa-vista-al-mar-_JM
550000,65,3,2,0,https://portalinmobiliario.com/MLC-3886795332-arriendo-departamento-la-serena-altos-del-sendero-iv-3d2b-_JM
400000,55,2,1,1,https://portalinmobiliario.com/MLC-3888201732-ano-corrido-en-condominio-alto-hacienda-_JM
530000,54,2,2,1,https://portalinmobiliario.com/MLC-3888204028-hermoso-departamento-primera-linea-playa-la-herradura-_JM
530000,75,2,2,0,https://portalinmobiliario.com/MLC-3888209866-departamento-central-la-serena-_JM
400000,100,2,2,1,https://portalinmobiliario.com/MLC-3888213146-mini-casa-amoblada-_JM
480000,58,3,2,1,https://portalinmobiliario.com/MLC-3888215600-arriendo-el-milagro-departamento-amoblado-3d2b-e-_JM
450000,58,2,2,1,https://portalinmobiliario.com/MLC-3888219528-arriendo-departamento-amoblado-av-el-sauce-3271-_JM
600000,99,3,3,0,https://portalinmobiliario.com/MLC-3892085154-arriendo-amplio-departamento-excelente-sector-12691-_JM
580000,61,2,2,0,https://portalinmobiliario.com/MLC-3892122676-arriendo-en-san-joaquin-_JM
490000,54,2,1,0,https://portalinmobiliario.com/MLC-3892124190-depto-amoblado-en-segunda-linea-de-av-del-mar-_JM
460000,52,3,1,1,https://portalinmobiliario.com/MLC-3892125864-departamento-completamente-amoblado-a-pasos-de-la-costanera-_JM
480000,50,2,2,0,https://portalinmobiliario.com/MLC-3892128724-departamento-en-arriendo-de-2-dorm-en-la-serena-_JM
450000,52,3,1,0,https://portalinmobiliario.com/MLC-3893377354-depto-amoblado-en-arriendo-hasta-diciembre-en-pue-_JM
700000,72,3,2,0,https://portalinmobiliario.com/MLC-3893378332-departamento-seminuevo-barrio-universitario-_JM
490000,55,2,2,1,https://portalinmobiliario.com/MLC-3893378528-departamento-en-arriendo-en-puerta-del-mar-la-serena-_JM
520000,56,2,2,0,https://portalinmobiliario.com/MLC-3893379694-arriendo-ano-corrido-gc-incluidos-_JM
500000,50,2,2,1,https://portalinmobiliario.com/MLC-3893381440-pacifico-3100-hermoso-departamento-hasta-diciembre-_JM
490000,60,3,1,1,https://portalinmobiliario.com/MLC-3893381442-nova-pacifico-arriendo-hasta-diciembre-_JM
550000,56,2,2,1,https://portalinmobiliario.com/MLC-3894099570-depto-amoblado-estilo-mariposa-en-los-lagos-penuelas-_JM
450000,47,2,1,0,https://portalinmobiliario.com/MLC-3894106570-depto-en-penuelas-arriendo-hasta-diciembre-147825-_JM
600000,71,2,2,1,https://portalinmobiliario.com/MLC-3894137548-nuevo-depto-2d2b-luminoso-terraza-piscina-estac-_JM
900000,166,4,3,0,https://portalinmobiliario.com/MLC-3894138640-cuatro-esquinas-74398-_JM
500000,54,2,1,0,https://portalinmobiliario.com/MLC-3894144970-depto-insuperable-2d-1b-en-cerro-grande-147785-_JM
500000,64,2,1,1,https://portalinmobiliario.com/MLC-3894974648-comodo-departamento-amoblado-en-arriendo-de-marzo-_JM
690000,57,3,2,1,https://portalinmobiliario.com/MLC-3894978468-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM
450000,50,3,1,1,https://portalinmobiliario.com/MLC-3894979482-departamento-en-arriendo-en-regimiento-arica-_JM
480000,40,1,1,0,https://portalinmobiliario.com/MLC-3894979952-departamento-en-arriendo-de-1-dorm-av-mar-_JM
500000,60,3,2,1,https://portalinmobiliario.com/MLC-3896724652-departamento-en-arriendo-3d2b-cuarto-piso-_JM
550000,48,1,1,1,https://portalinmobiliario.com/MLC-3896867340-departamento-en-san-joaquin-_JM
460000,35,1,1,1,https://portalinmobiliario.com/MLC-3896879878-arriendo-depto-nuevo-1d1b-a-pasos-de-enjoy-coquimbo-_JM
460000,46,3,1,0,https://portalinmobiliario.com/MLC-3896883118-la-serena-departamento-comodo-seguro-cercano-a-universidades-_JM
500000,70,2,2,1,https://portalinmobiliario.com/MLC-3896885872-amoblado-_JM
650000,65,2,2,0,https://portalinmobiliario.com/MLC-3897282158-ano-corrido-amoblado-a-pasos-del-mar-_JM
520000,45,2,1,0,https://portalinmobiliario.com/MLC-3897425848-a-pasos-de-casino-enjoy-penuelas-_JM
550000,56,3,1,0,https://portalinmobiliario.com/MLC-3897426912-vive-el-confort-en-departamento-exclusivo-153865-_JM
650000,64,2,1,0,https://portalinmobiliario.com/MLC-3897427208-departamento-primera-linea-con-hermosa-vista-al-mar-_JM
650000,70,2,2,1,https://portalinmobiliario.com/MLC-3897427374-arriendo-amoblado-_JM
550000,65,2,2,1,https://portalinmobiliario.com/MLC-3897428232-se-arrienda-ano-corrido-2d-2b-con-o-sin-muebles-ggcc-incluid-_JM
480000,46,3,1,0,https://portalinmobiliario.com/MLC-3897428780-arriendo-depto-amoblado-3d-primer-piso-av-del-mar-_JM
450000,56,2,2,1,https://portalinmobiliario.com/MLC-3897428792-arriendo-depto-amoblado-2d2b-costa-marina-i-penuelas-_JM
620000,65,1,1,1,https://portalinmobiliario.com/MLC-3897438164-amplio-departamento-en-exclusivo-condominio-de-la-serena-_JM
550000,70,2,2,1,https://portalinmobiliario.com/MLC-3897439264-departamento-con-laguna-navegable-y-4-piscinas-_JM
560000,62,2,2,1,https://portalinmobiliario.com/MLC-3897440750-departamento-en-arriendo-en-sindempart-coquimbo-_JM
550000,60,3,2,0,https://portalinmobiliario.com/MLC-3897442226-departamento-en-arriendo-en-las-companias-_JM
600000,63,2,2,1,https://portalinmobiliario.com/MLC-3897449506-edificio-av-costanera-1-est-vista-norte-piso-5-_JM
900000,70,2,2,0,https://portalinmobiliario.com/MLC-3897453298-cuatro-esquinas-_JM
600000,90,3,2,0,https://portalinmobiliario.com/MLC-3897453776-amplio-departamento-frente-al-mar-159930-_JM
550000,70,3,2,0,https://portalinmobiliario.com/MLC-3897454862-arriendo-depto-3d-2b-vista-al-mar-penuelas-_JM
650000,61,2,1,1,https://portalinmobiliario.com/MLC-3897455008-se-arrienda-departamento-2d-1b-full-amoblado-ggcc-inc-_JM
450000,43,1,1,1,https://portalinmobiliario.com/MLC-3897455726-departamento-amoblado-sector-puertas-del-mar-_JM
1100000,145,3,2,1,https://portalinmobiliario.com/MLC-3897465874-arriendo-departamento-ano-corrido-primera-linea-_JM
480000,63,3,1,1,https://portalinmobiliario.com/MLC-3897465892-arriendo-dpto-ano-corrido-la-herradura-153869-_JM
430000,35,1,1,0,https://portalinmobiliario.com/MLC-3897468226-se-arrienda-ano-corrido-1-dorm-1-bano-amoblado-ggcc-incluido-_JM
650000,88,3,2,0,https://portalinmobiliario.com/MLC-3897468464-se-arrienda-marzo-a-diciembre-hermoso-y-amplio-depto-3d2b-_JM
530000,49,2,1,1,https://portalinmobiliario.com/MLC-3897475382-arriendo-depto-amoblado-2d-1b-1e-av-los-pescadores-_JM
460000,60,2,1,1,https://portalinmobiliario.com/MLC-3897475630-vive-donde-siempre-quisiste-sector-puertas-del-mar-_JM
280000,48,3,1,1,https://portalinmobiliario.com/MLC-3899398708-departamento-ano-corrido-de-3-dormitorios-coquimbo-_JM
630000,89,3,2,1,https://portalinmobiliario.com/MLC-3899583820-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM
430000,60,2,2,1,https://portalinmobiliario.com/MLC-3899585010-departamento-los-lagos-id-170130-_JM
430000,62,2,2,1,https://portalinmobiliario.com/MLC-3899588006-depto-moderno-entrega-inmediata-2d2b-ggcc-incluidos-_JM
780000,99,3,2,1,https://portalinmobiliario.com/MLC-3899594574-ano-corrido-depto-amoblado-3d-en-aqua-resort-_JM
700000,66,2,2,0,https://portalinmobiliario.com/MLC-3899595460-arriendo-dpto-2d2b1e-c-costa-pacifico-160030-_JM
450000,60,3,1,1,https://portalinmobiliario.com/MLC-3899667560-departamento-3d-1b-sin-muebles-en-arriendo-av-waldo-alcalde-_JM
530000,60,2,1,1,https://portalinmobiliario.com/MLC-3899674034-arriendo-departamento-2hab-1ba-coquimbo-_JM
500000,40,2,1,1,https://portalinmobiliario.com/MLC-3899675832-departamento-nuevo-2d1b-con-estacionamiento-_JM
400000,37,1,1,0,https://portalinmobiliario.com/MLC-3899686358-departamento-santa-rosa-id-170202-_JM
600000,84,3,2,0,https://portalinmobiliario.com/MLC-3899785536-se-arrienda-dpto-amoblado-puertas-del-mar-160020-_JM
550000,57,1,2,0,https://portalinmobiliario.com/MLC-3899786198-arriendo-departamento-cercano-al-faro-la-serena-_JM
960000,90,2,2,1,https://portalinmobiliario.com/MLC-3899788306-departamento-estilo-mariposa-en-arriendo-ano-corri-_JM
600000,55,2,1,0,https://portalinmobiliario.com/MLC-3900715910-depto-primera-linea-2d1b-enjoy-marzo-diciembre-o-compra-_JM
450000,63,3,2,0,https://portalinmobiliario.com/MLC-3901820180-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM
650000,50,2,1,0,https://portalinmobiliario.com/MLC-3901820282-arriendo-ano-corrido-club-oceano-_JM
750000,73,2,2,0,https://portalinmobiliario.com/MLC-3901833376-depto-en-arriendo-de-2-dorm-laguna-del-mar-ano-corrido-_JM
490000,50,3,1,0,https://portalinmobiliario.com/MLC-3902053850-departamento-tres-habitaciones-en-arriendo-o-venta-la-serena-_JM
560000,63,2,2,0,https://portalinmobiliario.com/MLC-3902054510-arriendo-de-marzo-a-diciembre-depto-amoblado-_JM
620000,41,1,1,0,https://portalinmobiliario.com/MLC-3902056582-espectacular-departamento-para-una-persona-o-una-pareja-_JM
490000,54,2,1,0,https://portalinmobiliario.com/MLC-3902066526-departamento-en-arriendo-de-2-dorm-en-la-serena-_JM
700000,86,2,2,1,https://portalinmobiliario.com/MLC-3902067500-acogedor-depto-amoblado-en-la-herradura-primera-linea-_JM
450000,32,1,1,1,https://portalinmobiliario.com/MLC-3902067916-hermoso-1d431b-amoblado-con-gasto-comun-incluido-_JM
600000,57,2,2,1,https://portalinmobiliario.com/MLC-3902080174-arriendo-dpto-2d-2b-av-pacifico-la-serena-_JM
600000,58,2,2,0,https://portalinmobiliario.com/MLC-3902085680-departamento-en-penuelas-ano-corrido-2d2b-_JM
490000,64,3,2,0,https://portalinmobiliario.com/MLC-3902085720-arriendo-marzo-a-diciembre-2026-av-pacifico-4115-_JM
640000,65,2,2,0,https://portalinmobiliario.com/MLC-3902086248-arriendo-departamento-sector-costero-la-serena-_JM
500000,55,3,1,1,https://portalinmobiliario.com/MLC-3904420298-se-arrienda-depto-en-coquimbo-por-meses-o-ano-corrido-amobl-_JM
500000,58,3,1,1,https://portalinmobiliario.com/MLC-3904447196-arriendo-o-venta-primer-piso-_JM
400000,41,1,1,1,https://portalinmobiliario.com/MLC-3904447610-arriendo-flexible-de-abril-a-diciembre-en-la-serena-_JM
680000,76,2,2,1,https://portalinmobiliario.com/MLC-3904784292-arriendo-departamento-amoblado-la-herradura-coquimbo-_JM
490000,60,3,1,0,https://portalinmobiliario.com/MLC-3905303400-se-arrienda-departamento-en-sector-pinamar-_JM
650000,71,2,1,0,https://portalinmobiliario.com/MLC-3905306194-departamento-frente-al-mar-160277-_JM
750000,100,3,2,1,https://portalinmobiliario.com/MLC-3905306882-dona-anita-arriendo-hasta-diciembre-la-serena-_JM
630000,73,3,2,0,https://portalinmobiliario.com/MLC-3905311268-arriendo-departamento-3h-2b-amoblado-_JM
400000,60,2,1,0,https://portalinmobiliario.com/MLC-3905313268-arriendo-dep-marzo-a-diciembre-en-la-serena-_JM
580000,73,3,2,0,https://portalinmobiliario.com/MLC-3905314490-departamento-3d-2b-semi-nuevo-la-serena-_JM
600000,69,2,2,1,https://portalinmobiliario.com/MLC-3905318884-departamento-avenida-las-higueras-id-165052-_JM
550000,52,2,1,1,https://portalinmobiliario.com/MLC-3905319328-espectacular-depto-en-penuelas-ano-corrido-160283-_JM
900000,80,2,2,1,https://portalinmobiliario.com/MLC-3905319438-departamento-en-arriendo-ano-corrido-_JM
510000,72,3,2,0,https://portalinmobiliario.com/MLC-3905319550-arriendo-departamento-serena-154211-_JM
600000,89,2,2,0,https://portalinmobiliario.com/MLC-3905319628-ideal-para-vivir-de-marzo-a-diciembre-154091-_JM
750000,94,3,2,0,https://portalinmobiliario.com/MLC-3905327636-la-serena-arriendo-depto-amoblado-a-pasos-de-la-playa-_JM
460000,46,3,1,0,https://portalinmobiliario.com/MLC-3905328166-se-arrienda-a-estudiantes-de-uni-del-alba-marzo-a-diciembre-_JM
400000,60,2,1,1,https://portalinmobiliario.com/MLC-3905331748-departamento-juan-antonio-rios-id-167560-_JM
1100000,83,3,2,0,https://portalinmobiliario.com/MLC-3905332432-arriendo-hermoso-departamento-amoblado-154145-_JM
930000,76,2,2,0,https://portalinmobiliario.com/MLC-3905332444-arriendo-hermoso-departamento-ano-corrido-154142-_JM
500000,59,2,1,0,https://portalinmobiliario.com/MLC-3905345252-arriendo-depto-2d-pasos-de-la-playa-la-serena-160255-_JM
590000,78,2,2,0,https://portalinmobiliario.com/MLC-3905345344-dpto-en-la-serena-primera-linea-amoblado-149104-_JM
400000,57,2,2,0,https://portalinmobiliario.com/MLC-3905345718-excelente-depto-en-arriendo-ano-corrido-93191-_JM
550000,52,2,2,0,https://portalinmobiliario.com/MLC-3905345818-arriendo-ano-corrido-depto-amoblado-en-puertas-del-mar-_JM
750000,92,3,2,1,https://portalinmobiliario.com/MLC-3905352968-amoblado-de-marzo-a-diciembre-condominio-playa-herrradura-_JM
450000,70,2,2,1,https://portalinmobiliario.com/MLC-3907636638-se-arrienda-depto-marzo-a-diciembre-_JM
360000,29,1,1,1,https://portalinmobiliario.com/MLC-3907639676-departamento-full-equipado-ideal-para-medicos-o-estudiantes-_JM
470000,45,2,1,1,https://portalinmobiliario.com/MLC-3907645250-departamento-avenida-los-pescadores-id-170168-_JM
750000,68,2,2,1,https://portalinmobiliario.com/MLC-3907664710-dpto-ano-corrido-primera-linea-2d-2b-ggcc-inc-_JM
420000,45,2,1,1,https://portalinmobiliario.com/MLC-3907666470-altos-del-sendero-v-2d1b1e-trato-directo-con-dueno-_JM
500000,50,1,1,1,https://portalinmobiliario.com/MLC-3909970178-se-arrienda-ano-corrido-1d-1b-full-amoblado-ultimo-piso-_JM
670000,74,2,2,0,https://portalinmobiliario.com/MLC-3909970228-departamento-en-arriendo-de-2-dorm-en-la-serena-_JM
700000,66,2,2,1,https://portalinmobiliario.com/MLC-3910009544-precioso-depto-ano-corrido-cond-aqua-_JM
600000,65,3,2,0,https://portalinmobiliario.com/MLC-3911493938-departamento-en-puertas-del-mar-3-d-2-b-con-estacionamiento-_JM
750000,85,2,3,0,https://portalinmobiliario.com/MLC-3911494254-duplex-amoblado-vista-mar-2d-3b-av-pacifico-_JM
550000,53,1,1,0,https://portalinmobiliario.com/MLC-3911500394-departamento-duplex-en-arriendo-puerto-serena-_JM
550000,60,1,1,0,https://portalinmobiliario.com/MLC-3911513114-departamento-en-arriendo-de-1-dorm-en-la-serena-_JM
450000,55,2,2,1,https://portalinmobiliario.com/MLC-3911526148-imperdible-arriendo-de-departamento-nuevo-en-san-ramon-_JM
350000,61,3,1,0,https://portalinmobiliario.com/MLC-3911557690-la-serena-lindo-dpto-arriendo-3d-1b-_JM
450000,46,1,1,0,https://portalinmobiliario.com/MLC-3911564708-arriendo-departamento-1d-y-1b-en-condominio-puerto-serena-_JM
550000,55,1,1,0,https://portalinmobiliario.com/MLC-3911565212-se-arrienda-ano-corrido-sector-san-joaquin-1d-1b-con-vistas-_JM
650000,80,2,2,0,https://portalinmobiliario.com/MLC-3912227592-se-arrienda-departamento-amoblado-en-avda-del-mar-_JM
680000,68,2,2,1,https://portalinmobiliario.com/MLC-3912294168-hermoso-depto-primera-linea-playa-solo-de-marzo-a-dic-_JM
600000,60,2,2,0,https://portalinmobiliario.com/MLC-3912910462-neohaus-arriendo-marzo-dic-2026-la-serena-_JM
500000,55,2,1,0,https://portalinmobiliario.com/MLC-3912913944-se-arrienda-depto-nuevo-en-puertas-del-mar-la-serena-_JM
1100000,99,3,2,0,https://portalinmobiliario.com/MLC-3912947428-arriendo-dpto-ano-corrido-laguna-del-mar-114861-_JM
630000,70,2,2,1,https://portalinmobiliario.com/MLC-3912948826-depto-amoblado-con-linda-vista-al-mar-la-herradura-_JM
570000,64,2,2,1,https://portalinmobiliario.com/MLC-3912949664-arriendo-departamento-ano-corrido-coquimbo-_JM
500000,65,2,2,0,https://portalinmobiliario.com/MLC-3912955248-arriendo-depto-vista-al-mar-en-coquimbo-_JM
550000,55,2,2,0,https://portalinmobiliario.com/MLC-3913039352-acogedor-departamento-amoblado-av-pacifico-_JM
450000,60,3,1,1,https://portalinmobiliario.com/MLC-3913043232-arriendo-depto-ano-corrido-coquimbo-_JM
580000,70,2,2,1,https://portalinmobiliario.com/MLC-3913045778-departamento-en-arriendo-en-avenida-del-mar-_JM
620000,66,2,2,0,https://portalinmobiliario.com/MLC-3913047302-arriendo-borde-costero-confort-seguridad-_JM
450000,40,2,1,0,https://portalinmobiliario.com/MLC-3913047520-departamento-en-arriendo-en-puerta-del-mar-_JM
490000,62,3,1,0,https://portalinmobiliario.com/MLC-3913050494-departamento-en-arriendo-san-joaquin-la-serena-_JM
700000,75,2,2,0,https://portalinmobiliario.com/MLC-3913078204-depto-amoblado-en-condominio-jardin-del-mar-_JM
700000,75,3,2,0,https://portalinmobiliario.com/MLC-3913078206-depto-amoblado-en-av-los-pescadores-_JM
380000,41,2,1,0,https://portalinmobiliario.com/MLC-3914589124-a-pasos-del-enjoy-disponibilidad-inmediata-160778-_JM
460000,34,2,1,0,https://portalinmobiliario.com/MLC-3914592878-departamento-con-un-dormitorio-ano-corrido-_JM
500000,45,2,1,1,https://portalinmobiliario.com/MLC-3914593306-departamento-avenida-pacifico-id-170411-_JM
580000,34,1,1,0,https://portalinmobiliario.com/MLC-3914593894-departamento-en-exclusivo-condominio-boulevard-_JM
650000,110,3,2,1,https://portalinmobiliario.com/MLC-3914594720-arriendo-depto-primera-linea-frenta-al-mar-gastos-incluidos-_JM
750000,65,2,2,0,https://portalinmobiliario.com/MLC-3914595664-dpto-vista-al-mar-acceso-directo-a-la-playa-de-la-serena-_JM
350000,36,1,1,0,https://portalinmobiliario.com/MLC-3914596710-edificio-baquedano-piso-8-_JM
750000,90,2,2,1,https://portalinmobiliario.com/MLC-3914596982-hermoso-departamento-avenida-del-mar-_JM
900000,77,3,2,0,https://portalinmobiliario.com/MLC-3914606580-departamento-en-arriendo-laguna-del-mar-en-la-serena-_JM
650000,65,2,2,1,https://portalinmobiliario.com/MLC-3914607560-dpto-av-del-mar-salida-directa-a-la-playa-_JM
450000,70,2,2,1,https://portalinmobiliario.com/MLC-3914630380-departamento-en-arriendo-centro-la-serena-_JM
420000,55,2,1,0,https://portalinmobiliario.com/MLC-3914631496-departamento-en-arriendo-de-2-dorm-en-la-serena-_JM
750000,80,2,3,0,https://portalinmobiliario.com/MLC-3914632792-duplex-ano-corrido-av-pacifico-2d-3b-amoblado-ggcc-incluido-_JM
500000,45,2,1,1,https://portalinmobiliario.com/MLC-3914633510-departamento-2d1b-mas-estacionamiento-_JM
750000,65,2,2,0,https://portalinmobiliario.com/MLC-3914633538-hermoso-departamento-avdel-mar-la-serena-_JM
430000,48,2,1,1,https://portalinmobiliario.com/MLC-3914635324-departamento-la-serena-arrienda-su-dueno-_JM
500000,40,1,1,1,https://portalinmobiliario.com/MLC-3914644180-departamento-avenida-puertas-del-mar-id-169994-_JM
570000,51,2,2,0,https://portalinmobiliario.com/MLC-3915729778-espacioso-departamento-amoblado-83972-_JM
360000,55,3,1,0,https://portalinmobiliario.com/MLC-3915730100-se-arrienda-departamento-en-las-companias-la-serena-_JM
530000,63,3,2,1,https://portalinmobiliario.com/MLC-3915730774-departamento-en-arriendo-condominio-palmas-de-penuelas-_JM
650000,60,2,2,1,https://portalinmobiliario.com/MLC-3915730894-maravilloso-dpto-marzo-a-diciembre-aqua-la-serena-_JM
480000,50,2,2,0,https://portalinmobiliario.com/MLC-3915731268-se-arrienda-departamento-ano-corrido-en-la-serena-_JM
550000,90,3,2,1,https://portalinmobiliario.com/MLC-3915747488-sector-san-joaquin-_JM
520000,53,3,2,0,https://portalinmobiliario.com/MLC-3915752010-arriendo-excelente-vista-depto-118867-_JM
500000,55,3,2,0,https://portalinmobiliario.com/MLC-3915755752-arriendo-depto-buena-ubicacion-137920-_JM
420000,34,1,1,1,https://portalinmobiliario.com/MLC-3915756118-arriendo-departamento-con-vista-al-mar-coquimbo-_JM
500000,70,3,2,0,https://portalinmobiliario.com/MLC-3915756134-se-arrienda-depto-marzo-a-diciembre-_JM
660000,80,3,2,1,https://portalinmobiliario.com/MLC-3915756220-arriendo-ano-corrido-depto-amoblado-en-condominio-costa-mar-_JM
1000000,120,4,3,1,https://portalinmobiliario.com/MLC-3915761174-arriendo-amoblado-departamento-4d3b1e-serena-golf-_JM
490000,78,3,1,1,https://portalinmobiliario.com/MLC-3915762292-depto-amoblado-con-estacionamiento-y-gc-incluidos-_JM
1000000,135,3,2,0,https://portalinmobiliario.com/MLC-3915764896-lindo-y-remodelado-departamento-av-del-mar-_JM
580000,66,2,2,0,https://portalinmobiliario.com/MLC-3915794568-arriendo-en-zona-segura-y-privilegiada-155102-_JM
650000,52,2,2,1,https://portalinmobiliario.com/MLC-3915797296-departamento-avenida-el-milagro-id-170422-_JM
1350000,90,2,2,1,https://portalinmobiliario.com/MLC-3917900642-muy-luminoso-vista-privilegiada-frente-al-mar-piscinas-tem-_JM
780000,90,3,2,0,https://portalinmobiliario.com/MLC-3918949614-ultimo-piso-arriendo-ano-corrido-amoblado-_JM
600000,58,2,2,1,https://portalinmobiliario.com/MLC-3918951854-coquimbo-ano-corrido-_JM
500000,50,2,2,1,https://portalinmobiliario.com/MLC-3918951992-oferta-departamento-en-arriendo-de-2d-2b-en-la-serena-_JM
600000,80,3,2,0,https://portalinmobiliario.com/MLC-3918963540-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM
480000,60,2,2,1,https://portalinmobiliario.com/MLC-3918965192-depto-en-la-serena-ano-corrido-sin-amoblar-_JM
580000,66,3,2,0,https://portalinmobiliario.com/MLC-3918967880-puertas-del-mar-la-serena-98649-_JM
450000,40,1,1,1,https://portalinmobiliario.com/MLC-3918975706-excelente-oportunidad-arriendo-dpto-a-estrenar-ano-corri-_JM
570000,50,2,1,0,https://portalinmobiliario.com/MLC-3919787202-depto-2d2b-ano-corridogcinc-amoblado-p-del-mar-_JM
650000,69,3,2,1,https://portalinmobiliario.com/MLC-3919787558-se-arrienda-depto-3d2b-el-llano-coquimbo-120625-_JM
550000,70,3,1,1,https://portalinmobiliario.com/MLC-3919792990-dpto-amoblado-a-pasos-de-casino-enjoy-_JM
600000,86,3,2,1,https://portalinmobiliario.com/MLC-3919796120-depto-ano-corrido-3d-2b-la-herradura-_JM
695000,85,3,2,0,https://portalinmobiliario.com/MLC-3919796220-ano-corrido-depto-marina-horizonte-2-3d-2b-penuelas-_JM
550000,65,3,2,0,https://portalinmobiliario.com/MLC-3919796236-arriendo-depto-ano-corrido-en-la-serena-_JM
700000,53,2,2,1,https://portalinmobiliario.com/MLC-3919800038-la-herradura-primera-linea-_JM
715000,57,2,2,0,https://portalinmobiliario.com/MLC-3919800164-departamento-frente-a-la-playa-en-la-serena-_JM
580000,58,2,2,0,https://portalinmobiliario.com/MLC-3919802964-arriendo-departamento-amoblado-con-tremenda-ubicacion-_JM
600000,86,2,2,0,https://portalinmobiliario.com/MLC-3919803594-arriendo-marzo-a-diciembre-playa-serena-_JM
580000,75,2,2,0,https://portalinmobiliario.com/MLC-3919804316-a-pasos-de-la-playa-arriendo-ano-corrido-2-dorm-y-2-banos-_JM
650000,75,2,2,0,https://portalinmobiliario.com/MLC-3919804334-ultimo-piso-arriendo-ano-corrido-2-dorm-y-2-banos-_JM
500000,63,3,2,0,https://portalinmobiliario.com/MLC-3919809286-depto-sin-muebles-3d-2b-la-florida-la-serena-_JM
550000,65,2,2,1,https://portalinmobiliario.com/MLC-3919809318-arriendo-ano-corrido-bahia-horizonte-2d-y-2b-la-herradura-_JM
700000,74,2,2,0,https://portalinmobiliario.com/MLC-3919813374-arriendo-dpto-primera-linea-anocorrido-serena-149145-_JM
470000,50,2,1,0,https://portalinmobiliario.com/MLC-3919816560-arriendo-amoblado-ano-corrido-detras-del-casino-_JM
550000,65,2,2,0,https://portalinmobiliario.com/MLC-3919817308-arriendo-frente-al-mar-hasta-diciembre-en-serena-_JM
370000,45,3,1,0,https://portalinmobiliario.com/MLC-3919817364-la-serena-arriendo-departamento-3d1b-con-estacionamiento-_JM
650000,110,3,3,0,https://portalinmobiliario.com/MLC-3919822398-depto-ano-corrido-av-el-santo-4d-y-3bla-serena-_JM
490000,53,2,1,0,https://portalinmobiliario.com/MLC-3919822442-depto-ano-corrido-jardines-pacifico-2-2d-1bpuerta-del-mar-_JM
650000,75,2,2,0,https://portalinmobiliario.com/MLC-3919824014-arriendo-650000-cggcc-2d2b-vista-mar-161147-_JM
530000,53,3,2,1,https://portalinmobiliario.com/MLC-3919824080-arriendo-amoblado-ano-corrido-530000-ggcc-161153-_JM
